1962,124244,64258,1,0,0,123,138,18,1679,934324,1
2962,255636,144505,1,0,0,123,138,18,1449,933270,1
3963,379593,227108,1,0,0,138,138,19,2503,1093025,1
4963,475537,288084,1,0,0,138,138,19,2503,1093025,1
5963,573413,350108,1,0,0,138,138,19,2503,1093025,1
6963,679636,419430,1,0,0,138,138,19,2503,1093025,1
7964,781169,485140,1,0,0,138,138,19,2503,1093025,1
8964,899497,561760,1,0,0,138,138,19,2503,1093025,1
9964,1021987,641154,1,0,0,138,138,19,2503,1093025,1
10964,1129884,709489,1,0,0,138,138,19,2503,1093025,1
11964,1225988,769667,1,0,0,138,138,19,2503,1093025,1
12964,1322944,833860,1,0,0,138,138,19,2503,1093025,1
13965,1420972,898997,1,0,0,138,138,19,2503,1093025,1
14965,1518289,965685,1,0,0,138,138,19,2503,1093025,1
15965,1615981,1029775,1,0,0,138,138,19,2503,1093025,1
16965,1724181,1102511,1,0,0,138,138,19,2503,1093025,1
17966,1820604,1166526,1,0,0,138,138,19,2503,1093025,1
18966,1915271,1230143,1,0,0,138,138,19,2503,1093025,1
19966,2010202,1293033,1,0,0,138,138,19,2503,1093025,1
20966,2099128,1351138,1,0,0,138,138,19,2503,1093025,1
21967,2191884,1412155,1,0,0,138,138,19,2503,1093025,1
22967,2284956,1475129,1,0,0,138,138,19,2503,1093025,1
23967,2375370,1534689,1,0,0,138,138,19,2503,1093025,1
24967,2470043,1597318,1,0,0,138,138,19,2503,1093025,1
25968,2568310,1663007,1,0,0,138,138,19,2503,1093025,1
26968,2658560,1724473,1,0,0,138,138,19,2503,1093025,1
27968,2746326,1783961,1,0,0,138,138,19,2503,1093025,1
28968,2837127,1843989,1,0,0,138,138,19,2503,1093025,1
29969,2927190,1902412,1,0,0,138,138,19,2503,1093025,1
30969,3015660,1963116,1,0,0,138,138,19,2503,1093025,1
31969,3105073,2021901,1,0,0,138,138,19,2503,1093025,1
32969,3193981,2079699,1,0,0,138,138,19,2503,1093025,1
33970,3282405,2136355,1,0,0,138,138,19,2503,1093025,1
34970,3373450,2195932,1,0,0,138,138,19,2503,1093025,1
35970,3462831,2256409,1,0,0,138,138,19,2503,1093025,1
36970,3549278,2311674,1,0,0,138,138,19,2503,1093025,1
37971,3634433,2366160,1,0,0,138,138,19,2503,1093025,1
38971,3722434,2424077,1,0,0,138,138,19,2503,1093025,1
39971,3815637,2483585,1,0,0,138,138,19,2503,1093025,1
40972,3901842,2542692,1,0,0,138,138,19,2503,1093025,1
41972,3996673,2605252,1,0,0,138,138,19,2503,1093025,1
42973,4088267,2665742,1,0,0,138,138,19,2503,1093025,1
43976,4175731,2723249,1,0,0,138,138,19,2503,1093025,1
44976,4261992,2779036,1,0,0,138,138,19,2503,1093025,1
45976,4343811,2834913,1,0,0,138,138,19,2503,1093025,1
46976,4427549,2892096,1,0,0,138,138,19,2503,1093025,1
47976,4517137,2950053,1,0,0,138,138,19,2503,1093025,1
48977,4610030,3012461,1,0,0,138,138,19,2503,1093025,1
49977,4705309,3078192,1,0,0,138,138,19,2503,1093025,1
50977,4793526,3136628,1,0,0,138,138,19,2503,1093025,1
51977,4876247,3191282,1,0,0,138,138,19,2503,1093025,1
52978,4966848,3251570,1,0,0,138,138,19,2503,1093025,1
53978,5049818,3306838,1,0,0,138,138,19,2503,1093025,1
54979,5133174,3362834,1,0,0,138,138,19,2503,1093025,1
55979,5219408,3420598,1,0,0,138,138,19,2503,1093025,1
56979,5307235,3480128,1,0,0,138,138,19,2503,1093025,1
57979,5395893,3538313,1,0,0,138,138,19,2503,1093025,1
58980,5482158,3597869,1,0,0,138,138,19,2503,1093025,1
59980,5571188,3656369,1,0,0,138,138,19,2503,1093025,1
60980,5657486,3714437,1,0,0,138,138,19,2503,1093025,1
61999,5737612,3767280,1,0,0,138,138,19,2503,1093025,1
63000,5820359,3823630,1,0,0,138,138,19,2503,1093025,1
64000,5909649,3882502,1,0,0,138,138,19,2503,1093025,1
65000,5996623,3939764,1,0,0,138,138,19,2503,1093025,1
66000,6079226,3996598,1,0,0,138,138,19,2503,1093025,1
67000,6166789,4054824,1,0,0,138,138,19,2503,1093025,1
68001,6256920,4115532,1,0,0,138,138,19,2503,1093025,1
69001,6342980,4172453,1,0,0,138,138,19,2503,1093025,1
70001,6429358,4230823,1,0,0,138,138,19,2503,1093025,1
71001,6514750,4287348,1,0,0,138,138,19,2503,1093025,1
72002,6603325,4345260,1,0,0,138,138,19,2503,1093025,1
73002,6692369,4404732,1,0,0,138,138,19,2503,1093025,1
74003,6782399,4463151,1,0,0,138,138,19,2503,1093025,1
75003,6871979,4522953,1,0,0,138,138,19,2503,1093025,1
76003,6959636,4579271,1,0,0,138,138,19,2503,1093025,1
77003,7042527,4634911,1,0,0,138,138,19,2503,1093025,1
78004,7121968,4689403,1,0,0,138,138,19,2503,1093025,1
79004,7207357,4745643,1,0,0,138,138,19,2503,1093025,1
80004,7290127,4801367,1,0,0,138,138,19,2503,1093025,1
81004,7378403,4862359,1,0,0,138,138,19,2503,1093025,1
82005,7465422,4918921,1,0,0,138,138,19,2503,1093025,1
83005,7553090,4978794,1,0,0,138,138,19,2503,1093025,1
84005,7627975,5029164,1,0,0,138,138,19,2503,1093025,1
85006,7701267,5078698,1,0,0,138,138,19,2503,1093025,1
86006,7775042,5127798,1,0,0,138,138,19,2503,1093025,1
87006,7849667,5177186,1,0,0,138,138,19,2503,1093025,1
88006,7925873,5227369,1,0,0,138,138,19,2503,1093025,1
89007,8002625,5280434,1,0,0,138,138,19,2503,1093025,1
90007,8078176,5331770,1,0,0,138,138,19,2503,1093025,1
91007,8152624,5380009,1,0,0,138,138,19,2503,1093025,1
92007,8227276,5430599,1,0,0,138,138,19,2503,1093025,1
93008,8297007,5476752,1,0,0,138,138,19,2503,1093025,1
94008,8363267,5520823,1,0,0,138,138,19,2503,1093025,1
95008,8430818,5565150,1,0,0,138,138,19,2503,1093025,1
96009,8503836,5614387,1,0,0,138,138,19,2503,1093025,1
97009,8576017,5664761,1,0,0,138,138,19,2503,1093025,1
98009,8649728,5713330,1,0,0,138,138,19,2503,1093025,1
99010,8723116,5761811,1,0,0,138,138,19,2503,1093025,1
100010,8793827,5811096,1,0,0,138,138,19,2503,1093025,1
101010,8866954,5860693,1,0,0,138,138,19,2503,1093025,1
102011,8938416,5908240,1,0,0,138,138,19,2503,1093025,1
103011,9011151,5957236,1,0,0,138,138,19,2503,1093025,1
104011,9087270,6008174,1,0,0,138,138,19,2503,1093025,1
105011,9159738,6056744,1,0,0,138,138,19,2503,1093025,1
106012,9234152,6106476,1,0,0,138,138,19,2503,1093025,1
107012,9305086,6154452,1,0,0,138,138,19,2503,1093025,1
108013,9373237,6201140,1,0,0,138,138,19,2503,1093025,1
109013,9440062,6246905,1,0,0,138,138,19,2503,1093025,1
110014,9506665,6292450,1,0,0,138,138,19,2503,1093025,1
111014,9570405,6334853,1,0,0,138,138,19,2503,1093025,1
112014,9640714,6382435,1,0,0,138,138,19,2503,1093025,1
113015,9717566,6434206,1,0,0,138,138,19,2503,1093025,1
114015,9793733,6483846,1,0,0,138,138,19,2503,1093025,1
115016,9865165,6530975,1,0,0,138,138,19,2503,1093025,1
116016,9931771,6575215,1,0,0,138,138,19,2503,1093025,1
117016,10002581,6623808,1,0,0,138,138,19,2503,1093025,1
118016,10073308,6674887,1,0,0,138,138,19,2503,1093025,1
119016,10142646,6722653,1,0,0,138,138,19,2503,1093025,1
120016,10217414,6773188,1,0,0,138,138,19,2503,1093025,1
121017,10291210,6822687,1,0,0,138,138,19,2503,1093025,1
122017,10364675,6871678,1,0,0,138,138,19,2503,1093025,1
123017,10434658,6917720,1,0,0,138,138,19,2503,1093025,1
124018,10502772,6965084,1,0,0,138,138,19,2503,1093025,1
125018,10574761,7013359,1,0,0,138,138,19,2503,1093025,1
126018,10640576,7056576,1,0,0,138,138,19,2503,1093025,1
127018,10708105,7105058,1,0,0,138,138,19,2503,1093025,1
128019,10771771,7148282,1,0,0,138,138,19,2503,1093025,1
129019,10839541,7194958,1,0,0,138,138,19,2503,1093025,1
130019,10912643,7243585,1,0,0,138,138,19,2503,1093025,1
131020,10976049,7286659,1,0,0,138,138,19,2503,1093025,1
132020,11045465,7332288,1,0,0,138,138,19,2503,1093025,1
133020,11111642,7375908,1,0,0,138,138,19,2503,1093025,1
134020,11180093,7420931,1,0,0,138,138,19,2503,1093025,1
135020,11248406,7465805,1,0,0,138,138,19,2503,1093025,1
136021,11322808,7515029,1,0,0,138,138,19,2503,1093025,1
137021,11404139,7569176,1,0,0,138,138,19,2503,1093025,1
138022,11476502,7619279,1,0,0,138,138,19,2503,1093025,1
139022,11553210,7670072,1,0,0,138,138,19,2503,1093025,1
140022,11627167,7720055,1,0,0,138,138,19,2503,1093025,1
141022,11701657,7771414,1,0,0,138,138,19,2503,1093025,1
142022,11770772,7818639,1,0,0,138,138,19,2503,1093025,1
143023,11840372,7865293,1,0,0,138,138,19,2503,1093025,1
144023,11915816,7916359,1,0,0,138,138,19,2503,1093025,1
145023,11994796,7967030,1,0,0,138,138,19,2503,1093025,1
146024,12073913,8021436,1,0,0,138,138,19,2503,1093025,1
147024,12148286,8073590,1,0,0,138,138,19,2503,1093025,1
148024,12219257,8122210,1,0,0,138,138,19,2503,1093025,1
149025,12290695,8169534,1,0,0,138,138,19,2503,1093025,1
150025,12360690,8218291,1,0,0,138,138,19,2503,1093025,1
151025,12431759,8264438,1,0,0,138,138,19,2503,1093025,1
152026,12510768,8317610,1,0,0,138,138,19,2503,1093025,1
153026,12585380,8367984,1,0,0,138,138,19,2503,1093025,1
154026,12663025,8422944,1,0,0,138,138,19,2503,1093025,1
155027,12736022,8473787,1,0,0,138,138,19,2503,1093025,1
156027,12809073,8522490,1,0,0,138,138,19,2503,1093025,1
157027,12882412,8572658,1,0,0,138,138,19,2503,1093025,1
158028,12959667,8624228,1,0,0,138,138,19,2503,1093025,1
159028,13031297,8673731,1,0,0,138,138,19,2503,1093025,1
160028,13102456,8721511,1,0,0,138,138,19,2503,1093025,1
161029,13176208,8771538,1,0,0,138,138,19,2503,1093025,1
162029,13254318,8824214,1,0,0,138,138,19,2503,1093025,1
163030,13330638,8877034,1,0,0,138,138,19,2503,1093025,1
164030,13402364,8926055,1,0,0,138,138,19,2503,1093025,1
165030,13472892,8974218,1,0,0,138,138,19,2503,1093025,1
166031,13542664,9020479,1,0,0,138,138,19,2503,1093025,1
167031,13614550,9067413,1,0,0,138,138,19,2503,1093025,1
168031,13689321,9117594,1,0,0,138,138,19,2503,1093025,1
169034,13761120,9166983,1,0,0,138,138,19,2503,1093025,1
170035,13838246,9217340,1,0,0,138,138,19,2503,1093025,1
171035,13917430,9269202,1,0,0,138,138,19,2503,1093025,1
172035,13992579,9319955,1,0,0,138,138,19,2503,1093025,1
173035,14067005,9371416,1,0,0,138,138,19,2503,1093025,1
174036,14136648,9417041,1,0,0,138,138,19,2503,1093025,1
175036,14206372,9463225,1,0,0,138,138,19,2503,1093025,1
176036,14283291,9514208,1,0,0,138,138,19,2503,1093025,1
177036,14359652,9564433,1,0,0,138,138,19,2503,1093025,1
178037,14437757,9618415,1,0,0,138,138,19,2503,1093025,1
